subject_id	subject_label	predicate_id	object_id	object_label	mapping_justification
MONDO:0015617	obsolete hereditary gastro-esophageal disease	skos:exactMatch	Orphanet:165658	Genetic gastro-esophageal disease	semapv:UnspecifiedMatching
MONDO:0015618	obsolete genetic pancreatic disease	skos:exactMatch	Orphanet:165661	Genetic pancreatic disease	semapv:UnspecifiedMatching
MONDO:0015619	obsolete non-syndromic urogenital tract malformation	skos:exactMatch	Orphanet:165704	Non-syndromic urogenital tract malformation	semapv:UnspecifiedMatching
MONDO:0015620	obsolete syndromic urogenital tract malformation	skos:exactMatch	Orphanet:165707	Syndromic urogenital tract malformation	semapv:UnspecifiedMatching
MONDO:0015621	obsolete rare abdominal surgical disease	skos:exactMatch	Orphanet:165711	Rare abdominal surgical disease	semapv:UnspecifiedMatching
MONDO:0015622	wound myiasis	skos:exactMatch	Orphanet:165955	Wound myiasis	semapv:UnspecifiedMatching
MONDO:0015623	cavitary myiasis	skos:exactMatch	Orphanet:165958	Cavitary myiasis	semapv:UnspecifiedMatching
MONDO:0015624	diazoxide-sensitive diffuse hyperinsulinism	skos:exactMatch	Orphanet:165985	Diazoxide-sensitive diffuse hyperinsulinism	semapv:UnspecifiedMatching
MONDO:0015625	diazoxide-resistant diffuse hyperinsulinism	skos:exactMatch	Orphanet:165988	Diazoxide-resistant diffuse hyperinsulinism	semapv:UnspecifiedMatching
MONDO:0015626	Charcot-Marie-Tooth disease	skos:exactMatch	OMIMPS:118220	Charcot-Marie-Tooth disease	semapv:UnspecifiedMatching
MONDO:0015626	Charcot-Marie-Tooth disease	skos:exactMatch	Orphanet:166	Charcot-Marie-Tooth disease/Hereditary motor and sensory neuropathy	semapv:UnspecifiedMatching
MONDO:0015627	multiple epiphyseal dysplasia due to collagen 9 anomaly	skos:exactMatch	Orphanet:166002	Multiple epiphyseal dysplasia due to collagen 9 anomaly	semapv:UnspecifiedMatching
MONDO:0015628	von Willebrand disease type 2A	skos:exactMatch	Orphanet:166084	Von Willebrand disease type 2A	semapv:UnspecifiedMatching
MONDO:0015629	von Willebrand disease type 2B	skos:exactMatch	Orphanet:166087	Von Willebrand disease type 2B	semapv:UnspecifiedMatching
MONDO:0015630	von Willebrand disease type 2M	skos:exactMatch	Orphanet:166090	Von Willebrand disease type 2M	semapv:UnspecifiedMatching
MONDO:0015631	von Willebrand disease type 2N	skos:exactMatch	Orphanet:166093	Von Willebrand disease type 2N	semapv:UnspecifiedMatching
MONDO:0015632	FASTKD2-related infantile mitochondrial encephalomyopathy	skos:exactMatch	Orphanet:166105	FASTKD2-related infantile mitochondrial encephalomyopathy	semapv:UnspecifiedMatching
MONDO:0015634	isolated osteopoikilosis	skos:exactMatch	Orphanet:166119	Isolated osteopoikilosis	semapv:UnspecifiedMatching
MONDO:0015635	porokeratotic eccrine ostial and dermal duct nevus	skos:exactMatch	Orphanet:166286	Porokeratotic eccrine ostial and dermal duct nevus	semapv:UnspecifiedMatching
MONDO:0015636	dirofilariasis	skos:exactMatch	Orphanet:166291	Dirofilariasis	semapv:UnspecifiedMatching
MONDO:0015640	benign infantile seizures associated with mild gastroenteritis	skos:exactMatch	Orphanet:166305	Benign infantile seizures associated with mild gastroenteritis	semapv:UnspecifiedMatching
MONDO:0015641	benign infantile focal epilepsy with midline spikes and wave during sleep	skos:exactMatch	Orphanet:166308	Benign infantile focal epilepsy with midline spikes and waves during sleep	semapv:UnspecifiedMatching
MONDO:0015642	benign partial infantile seizures	skos:exactMatch	Orphanet:166311	Benign partial infantile seizures	semapv:UnspecifiedMatching
MONDO:0015643	photosensitive epilepsy	skos:exactMatch	OMIMPS:132100	Photoparoxysmal response	semapv:UnspecifiedMatching
MONDO:0015643	photosensitive epilepsy	skos:exactMatch	Orphanet:166409	Photosensitive epilepsy	semapv:UnspecifiedMatching
MONDO:0015644	audiogenic seizures	skos:exactMatch	Orphanet:166415	Audiogenic seizures	semapv:UnspecifiedMatching
MONDO:0015645	eating seizures	skos:exactMatch	Orphanet:166418	Eating reflex epilepsy	semapv:UnspecifiedMatching
MONDO:0015646	orgasm-induced seizures	skos:exactMatch	Orphanet:166421	Orgasm-induced seizures	semapv:UnspecifiedMatching
MONDO:0015647	thinking seizures	skos:exactMatch	Orphanet:166424	Thinking seizures	semapv:UnspecifiedMatching
MONDO:0015648	startle epilepsy	skos:exactMatch	Orphanet:166427	Startle epilepsy	semapv:UnspecifiedMatching
MONDO:0015649	micturation-induced seizures	skos:exactMatch	Orphanet:166430	Micturation-induced seizures	semapv:UnspecifiedMatching
MONDO:0015650	epilepsy syndrome	skos:exactMatch	Orphanet:166463	Epilepsy syndrome	semapv:UnspecifiedMatching
MONDO:0015651	obsolete neurocutaneous syndrome with epilepsy	skos:exactMatch	Orphanet:166466	Neurocutaneous syndrome with epilepsy	semapv:UnspecifiedMatching
MONDO:0015652	obsolete chromosomal anomaly with epilepsy as a major feature	skos:exactMatch	Orphanet:166469	Chromosomal anomaly with epilepsy as a major feature	semapv:UnspecifiedMatching
MONDO:0015653	monogenic epilepsy	skos:exactMatch	Orphanet:166472	Monogenic disease with epilepsy	semapv:UnspecifiedMatching
MONDO:0015654	obsolete idiopathic or cryptogenic familial epilepsy syndrome with identified loci/genes	skos:exactMatch	Orphanet:166475	Idiopathic or cryptogenic familial epilepsy syndrome with identified loci/genes	semapv:UnspecifiedMatching
MONDO:0015655	obsolete cerebral malformation with epilepsy	skos:exactMatch	Orphanet:166478	Cerebral malformation with epilepsy	semapv:UnspecifiedMatching
MONDO:0015656	obsolete metabolic disease with epilepsy	skos:exactMatch	Orphanet:166481	Metabolic diseases with epilepsy	semapv:UnspecifiedMatching
MONDO:0015657	obsolete inflammatory and autoimmune disease with epilepsy	skos:exactMatch	Orphanet:166484	Inflammatory and autoimmune disease with epilepsy	semapv:UnspecifiedMatching
MONDO:0015658	obsolete cerebral diseases of vascular origin with epilepsy	skos:exactMatch	Orphanet:166487	Cerebral diseases of vascular origin with epilepsy	semapv:UnspecifiedMatching
MONDO:0015659	obsolete infectious disease with epilepsy	skos:exactMatch	Orphanet:166490	Infectious disease with epilepsy	semapv:UnspecifiedMatching
MONDO:0015660	sporadic fetal brain disruption sequence	skos:exactMatch	Orphanet:1665	Sporadic fetal brain disruption sequence	semapv:UnspecifiedMatching
MONDO:0015661	dextrocardia	skos:exactMatch	Orphanet:1666	Dextrocardia	semapv:UnspecifiedMatching
MONDO:0015662	obsolete hemorrhagic disorder due to an acquired coagulation factor defect	skos:exactMatch	Orphanet:166775	Rare hemorrhagic disorder due to an acquired coagulation factor defect	semapv:UnspecifiedMatching
MONDO:0015663	diencephalic syndrome	skos:exactMatch	Orphanet:1672	Diencephalic syndrome	semapv:UnspecifiedMatching
MONDO:0015664	idiopathic pulmonary artery dilatation	skos:exactMatch	Orphanet:1676	Idiopathic pulmonary artery dilatation	semapv:UnspecifiedMatching
MONDO:0015665	scleromyxedema	skos:exactMatch	Orphanet:167635	Scleromyxedema	semapv:UnspecifiedMatching
MONDO:0015666	familial idiopathic dilatation of the right atrium	skos:exactMatch	Orphanet:1677	Familial idiopathic dilatation of the right atrium	semapv:UnspecifiedMatching
MONDO:0015667	acute myeloid leukemia by FAB classification	skos:exactMatch	Orphanet:167714	Unclassified acute myeloid leukemia	semapv:UnspecifiedMatching
MONDO:0015668	obsolete hereditary dentin defect	skos:exactMatch	Orphanet:167759	Hereditary dentin defect	semapv:UnspecifiedMatching
MONDO:0015669	obsolete rare disease with dentinogenesis imperfecta	skos:exactMatch	Orphanet:167762	Rare disease with dentinogenesis imperfecta	semapv:UnspecifiedMatching
MONDO:0015672	diprosopus	skos:exactMatch	Orphanet:1681	Diprosopus	semapv:UnspecifiedMatching
MONDO:0015673	obsolete rare cardiac tumor	skos:exactMatch	Orphanet:168194	Rare cardiac tumor	semapv:UnspecifiedMatching
MONDO:0015675	distomatosis	skos:exactMatch	Orphanet:1685	Distomatosis	semapv:UnspecifiedMatching
MONDO:0015677	cardiac diverticulum	skos:exactMatch	Orphanet:1686	Cardiac diverticulum	semapv:UnspecifiedMatching
MONDO:0015678	dysplasia of head of femur, Meyer type	skos:exactMatch	Orphanet:168621	Dysplasia of head of femur, Meyer type	semapv:UnspecifiedMatching
MONDO:0015679	obsolete autosomal thrombocytopenia with normal platelets	skos:exactMatch	Orphanet:168629	Autosomal thrombocytopenia with normal platelets	semapv:UnspecifiedMatching
MONDO:0015680	obsolete rare pervasive developmental disorder	skos:exactMatch	Orphanet:168778	Rare pervasive developmental disorder	semapv:UnspecifiedMatching
MONDO:0015681	childhood disintegrative disorder	skos:exactMatch	Orphanet:168782	Childhood disintegrative disorder	semapv:UnspecifiedMatching
MONDO:0015682	obsolete primary peritoneal tumor	skos:exactMatch	Orphanet:168803	Primary peritoneal tumor	semapv:UnspecifiedMatching
MONDO:0015683	obsolete primary malignant peritoneal tumor	skos:exactMatch	Orphanet:168807	Primary malignant peritoneal tumor	semapv:UnspecifiedMatching
MONDO:0015686	primary peritoneal carcinoma	skos:exactMatch	Orphanet:168829	Primary peritoneal carcinoma	semapv:UnspecifiedMatching
MONDO:0015687	chronic eosinophilic leukemia	skos:exactMatch	Orphanet:168940	Chronic eosinophilic leukemia	semapv:UnspecifiedMatching
MONDO:0015688	myeloid/lymphoid neoplasms associated with eosinophilia and abnormality of PDGFRA, PDGFRB, FGFR1 or JAK2	skos:exactMatch	Orphanet:168943	Myeloid/lymphoid neoplasms associated with eosinophilia and abnormality of PDGFRA, PDGFRB, FGFR1 or JAK2	semapv:UnspecifiedMatching
MONDO:0015689	myeloid neoplasm associated with PDGFRA rearrangement	skos:exactMatch	Orphanet:168947	Myeloid/lymphoid neoplasm associated with PDGFRA rearrangement	semapv:UnspecifiedMatching
MONDO:0015690	myeloid neoplasm associated with PDGFRB rearrangement	skos:exactMatch	Orphanet:168950	Myeloid/lymphoid neoplasm associated with PDGFRB rearrangement	semapv:UnspecifiedMatching
MONDO:0015691	hypereosinophilic syndrome	skos:exactMatch	Orphanet:168956	Hypereosinophilic syndrome	semapv:UnspecifiedMatching
MONDO:0015692	refractory anemia with excess blasts in transformation	skos:exactMatch	Orphanet:168960	Refractory anemia with excess blasts in transformation	semapv:UnspecifiedMatching
MONDO:0015694	malignant melanoma of the mucosa	skos:exactMatch	Orphanet:168999	Malignant melanoma of the mucosa	semapv:UnspecifiedMatching
MONDO:0015695	combined immunodeficiency due to CRAC channel dysfunction	skos:exactMatch	Orphanet:169090	Combined immunodeficiency due to CRAC channel dysfunction	semapv:UnspecifiedMatching
MONDO:0015696	Good syndrome	skos:exactMatch	Orphanet:169105	Good syndrome	semapv:UnspecifiedMatching
MONDO:0015697	immunoglobulin heavy chain deficiency	skos:exactMatch	Orphanet:169110	Immunoglobulin heavy chain deficiency	semapv:UnspecifiedMatching
MONDO:0015698	transient hypogammaglobulinemia of infancy	skos:exactMatch	Orphanet:169139	Transient hypogammaglobulinemia of infancy	semapv:UnspecifiedMatching
MONDO:0015699	immunodeficiency due to a classical component pathway complement deficiency	skos:exactMatch	Orphanet:169147	Immunodeficiency due to a classical component pathway complement deficiency	semapv:UnspecifiedMatching
MONDO:0015700	immunodeficiency due to a late component of complement deficiency	skos:exactMatch	Orphanet:169150	Immunodeficiency due to a late component of complement deficiency	semapv:UnspecifiedMatching
MONDO:0015701	T-B+ severe combined immunodeficiency due to IL-7Ralpha deficiency	skos:exactMatch	Orphanet:169154	T-B+ severe combined immunodeficiency due to IL-7Ralpha deficiency	semapv:UnspecifiedMatching
MONDO:0015702	T-B+ severe combined immunodeficiency due to CD45 deficiency	skos:exactMatch	Orphanet:169157	T-B+ severe combined immunodeficiency due to CD45 deficiency	semapv:UnspecifiedMatching
MONDO:0015703	T-B+ severe combined immunodeficiency due to CD3delta/CD3epsilon/CD3zeta	skos:exactMatch	Orphanet:169160	T-B+ severe combined immunodeficiency due to CD3delta/CD3epsilon/CD3zeta	semapv:UnspecifiedMatching
MONDO:0015704	familial scaphocephaly syndrome	skos:exactMatch	Orphanet:169163	Familial scaphocephaly syndrome	semapv:UnspecifiedMatching
MONDO:0015705	autosomal recessive centronuclear myopathy	skos:exactMatch	Orphanet:169186	Autosomal recessive centronuclear myopathy	semapv:UnspecifiedMatching
MONDO:0015706	mosaic trisomy 1	skos:exactMatch	Orphanet:1692	Mosaic trisomy 1 syndrome	semapv:UnspecifiedMatching
MONDO:0015707	obsolete DNA repair defect other than combined T-cell and B-cell immunodeficiencies	skos:exactMatch	Orphanet:169346	DNA repair defect other than combined T-cell and B-cell immunodeficiencies	semapv:UnspecifiedMatching
MONDO:0015708	immuno-osseous dysplasia	skos:exactMatch	Orphanet:169349	Immuno-osseous dysplasia	semapv:UnspecifiedMatching
MONDO:0015709	obsolete immunodeficiency syndrome with autoimmunity	skos:exactMatch	Orphanet:169355	Immunodeficiency syndrome with autoimmunity	semapv:UnspecifiedMatching
MONDO:0015710	obsolete immune dysregulation disease with immunodeficiency	skos:exactMatch	Orphanet:169361	Immune dysregulation disease with immunodeficiency	semapv:UnspecifiedMatching
MONDO:0015711	obsolete specific antibody deficiency with normal immunoglobulin concentrations and normal numbers of B cells	skos:exactMatch	Orphanet:169443	Specific antibody deficiency with normal immunoglobulin concentrations and normal numbers of B cells	semapv:UnspecifiedMatching
MONDO:0015712	non-distal trisomy 10q	skos:exactMatch	Orphanet:1695	Non-distal duplication 10q syndrome	semapv:UnspecifiedMatching
MONDO:0015715	severe hemophilia B	skos:exactMatch	Orphanet:169793	Severe hemophilia B	semapv:UnspecifiedMatching
MONDO:0015716	moderately severe hemophilia B	skos:exactMatch	Orphanet:169796	Moderate hemophilia B	semapv:UnspecifiedMatching
MONDO:0015717	mild hemophilia B	skos:exactMatch	Orphanet:169799	Mild hemophilia B	semapv:UnspecifiedMatching
MONDO:0015718	mosaic trisomy 12	skos:exactMatch	Orphanet:1698	Mosaic trisomy 12 syndrome	semapv:UnspecifiedMatching
MONDO:0015719	severe hemophilia A	skos:exactMatch	Orphanet:169802	Severe hemophilia A	semapv:UnspecifiedMatching
MONDO:0015720	moderately severe hemophilia A	skos:exactMatch	Orphanet:169805	Moderate hemophilia A	semapv:UnspecifiedMatching
MONDO:0015721	mild hemophilia A	skos:exactMatch	Orphanet:169808	Mild hemophilia A	semapv:UnspecifiedMatching
MONDO:0015722	congenital vitamin K-dependent coagulation factors deficiency	skos:exactMatch	OMIMPS:277450	Vitamin K-dependent clotting factors, combined deficiency of	semapv:UnspecifiedMatching
MONDO:0015722	congenital vitamin K-dependent coagulation factors deficiency	skos:exactMatch	Orphanet:169826	Congenital vitamin K-dependent coagulation factors deficiency	semapv:UnspecifiedMatching
MONDO:0015722	congenital vitamin K-dependent coagulation factors deficiency	skos:exactMatch	Orphanet:98434	Hereditary combined deficiency of vitamin K-dependent clotting factors	semapv:UnspecifiedMatching
MONDO:0015723	trisomy 12p	skos:exactMatch	Orphanet:1699	Trisomy 12p syndrome	semapv:UnspecifiedMatching
MONDO:0015724	non-distal trisomy 13q	skos:exactMatch	Orphanet:1702	Non-distal duplication 13q syndrome	semapv:UnspecifiedMatching
MONDO:0015725	mosaic trisomy 14	skos:exactMatch	Orphanet:1703	Mosaic trisomy 14 syndrome	semapv:UnspecifiedMatching
MONDO:0015726	distal trisomy 14q	skos:exactMatch	Orphanet:1705	Distal duplication 14q syndrome	semapv:UnspecifiedMatching
MONDO:0015727	mosaic trisomy 15	skos:exactMatch	Orphanet:1706	Mosaic trisomy 15 syndrome	semapv:UnspecifiedMatching
MONDO:0015728	distal trisomy 15q	skos:exactMatch	Orphanet:1707	Distal duplication 15q syndrome	semapv:UnspecifiedMatching
MONDO:0015729	mosaic trisomy 16	skos:exactMatch	Orphanet:1708	Mosaic trisomy 16 syndrome	semapv:UnspecifiedMatching
MONDO:0015730	mosaic trisomy 17	skos:exactMatch	Orphanet:1711	Mosaic trisomy 17 syndrome	semapv:UnspecifiedMatching
MONDO:0015734	rectal duplication	skos:exactMatch	Orphanet:171220	Rectal duplication	semapv:UnspecifiedMatching
MONDO:0015735	severe congenital nemaline myopathy	skos:exactMatch	Orphanet:171430	Severe congenital nemaline myopathy	semapv:UnspecifiedMatching
MONDO:0015736	intermediate nemaline myopathy	skos:exactMatch	Orphanet:171433	Intermediate nemaline myopathy	semapv:UnspecifiedMatching
MONDO:0015737	typical nemaline myopathy	skos:exactMatch	Orphanet:171436	Typical nemaline myopathy	semapv:UnspecifiedMatching
MONDO:0015738	childhood-onset nemaline myopathy	skos:exactMatch	Orphanet:171439	Childhood-onset nemaline myopathy	semapv:UnspecifiedMatching
MONDO:0015739	adult-onset nemaline myopathy	skos:exactMatch	Orphanet:171442	Adult-onset nemaline myopathy	semapv:UnspecifiedMatching
MONDO:0015740	trisomy 18p	skos:exactMatch	Orphanet:1715	Trisomy 18p syndrome	semapv:UnspecifiedMatching
MONDO:0015741	distal trisomy 18q	skos:exactMatch	Orphanet:1716	Distal duplication 18q syndrome	semapv:UnspecifiedMatching
MONDO:0015743	idiopathic bilateral vestibulopathy	skos:exactMatch	Orphanet:171684	Idiopathic bilateral vestibulopathy	semapv:UnspecifiedMatching
MONDO:0015744	distal trisomy 19q	skos:exactMatch	Orphanet:1717	Distal duplication 19q syndrome	semapv:UnspecifiedMatching
MONDO:0015745	microcephaly-polymicrogyria-corpus callosum agenesis syndrome	skos:exactMatch	Orphanet:171703	Microcephaly-polymicrogyria-corpus callosum agenesis syndrome	semapv:UnspecifiedMatching
MONDO:0015746	male infertility due to globozoospermia	skos:exactMatch	Orphanet:171709	Male infertility due to globozoospermia	semapv:UnspecifiedMatching
MONDO:0015748	hereditary mucosal leukokeratosis	skos:exactMatch	OMIMPS:193900	White sponge nevus	semapv:UnspecifiedMatching
MONDO:0015748	hereditary mucosal leukokeratosis	skos:exactMatch	Orphanet:171723	White sponge nevus	semapv:UnspecifiedMatching
MONDO:0015749	6q16 deletion syndrome	skos:exactMatch	Orphanet:171829	6q16 microdeletion syndrome	semapv:UnspecifiedMatching
MONDO:0015751	craniosynostosis-hydrocephalus-Arnold-Chiari malformation type I-radioulnar synostosis syndrome	skos:exactMatch	Orphanet:171839	Craniosynostosis-hydrocephalus-Arnold-Chiari malformation type I-radioulnar synostosis syndrome	semapv:UnspecifiedMatching
MONDO:0015753	cap myopathy	skos:exactMatch	Orphanet:171881	Cap myopathy	semapv:UnspecifiedMatching
MONDO:0015755	myopathy with hexagonally cross-linked tubular arrays	skos:exactMatch	Orphanet:171889	Myopathy with hexagonally cross-linked tubular arrays	semapv:UnspecifiedMatching
MONDO:0015756	myeloid hemopathy	skos:exactMatch	Orphanet:171895	Myeloid hemopathy	semapv:UnspecifiedMatching
MONDO:0015757	lymphoid hemopathy	skos:exactMatch	Orphanet:171898	Lymphoid hemopathy	semapv:UnspecifiedMatching
MONDO:0015758	primary cutaneous T-cell lymphoma	skos:exactMatch	Orphanet:171901	Primary cutaneous T-cell lymphoma	semapv:UnspecifiedMatching
MONDO:0015759	B-cell non-Hodgkin lymphoma	skos:exactMatch	Orphanet:171915	B-cell non-Hodgkin lymphoma	semapv:UnspecifiedMatching
MONDO:0015760	T-cell non-Hodgkin lymphoma	skos:exactMatch	Orphanet:171918	T-cell non-Hodgkin lymphoma	semapv:UnspecifiedMatching
MONDO:0015761	trisomy 10p	skos:exactMatch	Orphanet:171929	Trisomy 10p syndrome	semapv:UnspecifiedMatching
MONDO:0015762	progressive familial intrahepatic cholestasis	skos:exactMatch	OMIMPS:211600	Cholestasis, progressive familial intrahepatic	semapv:UnspecifiedMatching
MONDO:0015762	progressive familial intrahepatic cholestasis	skos:exactMatch	Orphanet:172	Progressive familial intrahepatic cholestasis	semapv:UnspecifiedMatching
MONDO:0015763	mosaic trisomy 2	skos:exactMatch	Orphanet:1723	Mosaic trisomy 2 syndrome	semapv:UnspecifiedMatching
MONDO:0015764	mosaic trisomy 20	skos:exactMatch	Orphanet:1724	Mosaic trisomy 20 syndrome	semapv:UnspecifiedMatching
MONDO:0015765	obsolete congenital myopathy with cores	skos:exactMatch	Orphanet:172976	Congenital myopathy with cores	semapv:UnspecifiedMatching
MONDO:0015766	cholera	skos:exactMatch	Orphanet:173	Cholera	semapv:UnspecifiedMatching
MONDO:0015767	trisomy 4p	skos:exactMatch	Orphanet:1738	Trisomy 4p syndrome	semapv:UnspecifiedMatching
MONDO:0015768	trisomy 5p	skos:exactMatch	Orphanet:1742	Trisomy 5p syndrome	semapv:UnspecifiedMatching
MONDO:0015769	distal trisomy 6p	skos:exactMatch	Orphanet:1745	Distal duplication 6p syndrome	semapv:UnspecifiedMatching
MONDO:0015770	congenital hypogonadotropic hypogonadism	skos:exactMatch	Orphanet:174590	Congenital hypogonadotropic hypogonadism	semapv:UnspecifiedMatching
MONDO:0015771	mosaic trisomy 7	skos:exactMatch	Orphanet:1747	Mosaic trisomy 7 syndrome	semapv:UnspecifiedMatching
MONDO:0015772	trisomy 8q	skos:exactMatch	Orphanet:1752	Trisomy 8q syndrome	semapv:UnspecifiedMatching
MONDO:0015773	fibular dimelia-diplopodia syndrome	skos:exactMatch	Orphanet:1757	Fibular dimelia-diplopodia syndrome	semapv:UnspecifiedMatching
MONDO:0015774	thoraco-abdominal enteric duplication	skos:exactMatch	Orphanet:1759	Thoraco-abdominal enteric duplication	semapv:UnspecifiedMatching
MONDO:0015775	non-rhizomelic chondrodysplasia punctata	skos:exactMatch	Orphanet:176	Non-rhizomelic chondrodysplasia punctata	semapv:UnspecifiedMatching
MONDO:0015776	rhizomelic chondrodysplasia punctata	skos:exactMatch	OMIMPS:215100	Rhizomelic chondrodysplasia punctata	semapv:UnspecifiedMatching
MONDO:0015776	rhizomelic chondrodysplasia punctata	skos:exactMatch	Orphanet:177	Rhizomelic chondrodysplasia punctata	semapv:UnspecifiedMatching
MONDO:0015777	obsolete adult hypothyroidism	skos:exactMatch	Orphanet:177101	Rare adult hypothyroidism	semapv:UnspecifiedMatching
MONDO:0015778	obsolete syndromic hypothyroidism	skos:exactMatch	Orphanet:177107	Syndromic hypothyroidism	semapv:UnspecifiedMatching
MONDO:0015779	45,X/46,XY mixed gonadal dysgenesis	skos:exactMatch	Orphanet:1772	45,X/46,XY mixed gonadal dysgenesis	semapv:UnspecifiedMatching
MONDO:0015780	dyskeratosis congenita	skos:exactMatch	OMIMPS:127550	Dyskeratosis congenita	semapv:UnspecifiedMatching
MONDO:0015780	dyskeratosis congenita	skos:exactMatch	Orphanet:1775	Dyskeratosis congenita	semapv:UnspecifiedMatching
MONDO:0015781	facial dysmorphism-shawl scrotum-joint laxity syndrome	skos:exactMatch	Orphanet:1778	Facial dysmorphism-shawl scrotum-joint laxity syndrome	semapv:UnspecifiedMatching
MONDO:0015782	dysmorphism-cleft palate-loose skin syndrome	skos:exactMatch	Orphanet:1779	Dysmorphism-cleft palate-loose skin syndrome	semapv:UnspecifiedMatching
MONDO:0015783	Prader-Willi syndrome due to paternal deletion of 15q11q13 type 1	skos:exactMatch	Orphanet:177901	Prader-Willi syndrome due to paternal deletion of 15q11q13 type 1	semapv:UnspecifiedMatching
MONDO:0015784	Prader-Willi syndrome due to paternal deletion of 15q11q13 type 2	skos:exactMatch	Orphanet:177904	Prader-Willi syndrome due to paternal deletion of 15q11q13 type 2	semapv:UnspecifiedMatching
MONDO:0015785	Prader-Willi syndrome due to translocation	skos:exactMatch	Orphanet:177907	Prader-Willi syndrome due to translocation	semapv:UnspecifiedMatching
MONDO:0015786	Prader-Willi syndrome due to imprinting mutation	skos:exactMatch	Orphanet:177910	Prader-Willi syndrome due to imprinting mutation	semapv:UnspecifiedMatching
MONDO:0015787	symptomatic form of hemophilia A in female carriers	skos:exactMatch	Orphanet:177926	Bleeding disorder in hemophilia A carriers	semapv:UnspecifiedMatching
MONDO:0015788	symptomatic form of hemophilia B in female carriers	skos:exactMatch	Orphanet:177929	Bleeding disorder in hemophilia B carriers	semapv:UnspecifiedMatching
MONDO:0015789	obsolete non-acquired combined pituitary hormone deficiencies without extra-pituitary malformations	skos:exactMatch	Orphanet:178025	Non-acquired combined pituitary hormone deficiencies without extrapituitary malformations	semapv:UnspecifiedMatching
MONDO:0015790	central diabetes insipidus	skos:exactMatch	Orphanet:178029	Arginine vasopressin deficiency	semapv:UnspecifiedMatching
MONDO:0015791	peripheral precocious puberty	skos:exactMatch	Orphanet:178040	Rare peripheral precocious puberty	semapv:UnspecifiedMatching
MONDO:0015792	transient congenital hypothyroidism	skos:exactMatch	Orphanet:178045	Transient congenital hypothyroidism	semapv:UnspecifiedMatching
MONDO:0015793	moderate multiminicore disease with hand involvement	skos:exactMatch	Orphanet:178145	Moderate multiminicore disease with hand involvement	semapv:UnspecifiedMatching
MONDO:0015794	antenatal multiminicore disease with arthrogryposis multiplex congenita	skos:exactMatch	Orphanet:178148	Antenatal multiminicore disease with arthrogryposis multiplex congenita	semapv:UnspecifiedMatching
MONDO:0015795	undifferentiated embryonal sarcoma of the liver	skos:exactMatch	Orphanet:178315	Undifferentiated embryonal sarcoma of the liver	semapv:UnspecifiedMatching
MONDO:0015796	acute lung injury	skos:exactMatch	Orphanet:178320	Acute lung injury	semapv:UnspecifiedMatching
MONDO:0015797	UV-sensitive syndrome	skos:exactMatch	OMIMPS:600630	UV-sensitive syndrome	semapv:UnspecifiedMatching
MONDO:0015797	UV-sensitive syndrome	skos:exactMatch	Orphanet:178338	UV-sensitive syndrome	semapv:UnspecifiedMatching
MONDO:0015798	inflammatory myofibroblastic tumor	skos:exactMatch	Orphanet:178342	Inflammatory myofibroblastic tumor	semapv:UnspecifiedMatching
MONDO:0015799	Smith-McCort dysplasia	skos:exactMatch	OMIMPS:607326	Smith-McCort dysplasia	semapv:UnspecifiedMatching
MONDO:0015799	Smith-McCort dysplasia	skos:exactMatch	Orphanet:178355	Smith-McCort dysplasia	semapv:UnspecifiedMatching
MONDO:0015800	osteosclerosis-developmental delay-craniosynostosis syndrome	skos:exactMatch	Orphanet:178377	Osteosclerosis-developmental delay-craniosynostosis syndrome	semapv:UnspecifiedMatching
MONDO:0015801	hemorrhagic disease due to alpha-1-antitrypsin Pittsburgh mutation	skos:exactMatch	Orphanet:178396	Hemorrhagic disease due to alpha-1-antitrypsin Pittsburgh mutation	semapv:UnspecifiedMatching
MONDO:0015802	autosomal dominant non-syndromic intellectual disability	skos:exactMatch	Orphanet:178469	Autosomal dominant non-syndromic intellectual disability	semapv:UnspecifiedMatching
MONDO:0015803	wound botulism	skos:exactMatch	Orphanet:178475	Wound botulism	semapv:UnspecifiedMatching
MONDO:0015804	infant botulism	skos:exactMatch	Orphanet:178478	Infant botulism	semapv:UnspecifiedMatching
MONDO:0015805	intestinal botulism	skos:exactMatch	Orphanet:178481	Intestinal botulism	semapv:UnspecifiedMatching
MONDO:0015806	adult intestinal botulism	skos:exactMatch	Orphanet:178487	Adult intestinal botulism	semapv:UnspecifiedMatching
MONDO:0015808	folliculotropic mycosis fungoides	skos:exactMatch	Orphanet:178512	Folliculotropic mycosis fungoides	semapv:UnspecifiedMatching
MONDO:0015809	localized pagetoid reticulosis	skos:exactMatch	Orphanet:178517	Localized pagetoid reticulosis	semapv:UnspecifiedMatching
MONDO:0015810	primary cutaneous CD4+ small/medium-sized pleomorphic T-cell lymphoma	skos:exactMatch	Orphanet:178522	Primary cutaneous CD4+ small/medium-sized pleomorphic T-cell lymphoma	semapv:UnspecifiedMatching
MONDO:0015811	primary cutaneous aggressive epidermotropic CD8+ T-cell lymphoma	skos:exactMatch	Orphanet:178528	Primary cutaneous aggressive epidermotropic CD8+ T-cell lymphoma	semapv:UnspecifiedMatching
MONDO:0015812	primary cutaneous gamma/delta-positive T-cell lymphoma	skos:exactMatch	Orphanet:178533	Primary cutaneous gamma/delta-positive T-cell lymphoma	semapv:UnspecifiedMatching
